Game,Team 1,Score,Team 2,Week,Patch,Date,esportSS,Patch_short,Name_x,Season_x,Region_x,Games_x,Win rate_x,K:D_x,GPM_x,GDM_x,Game duration_x,Kills / game_x,Deaths / game_x,Towers killed_x,Towers lost_x,FB%_x,FT%_x,DRAPG_x,DRA%_x,VGPG_x,HERPG_x,HER%_x,DRA@15_x,TD@15_x,GD@15_x,PPG_x,NASHPG_x,NASH%_x,CSM_x,DPM_x,WPM_x,VWPM_x,WCPM_x,Season_short_x,Name_y,Season_y,Region_y,Games_y,Win rate_y,K:D_y,GPM_y,GDM_y,Game duration_y,Kills / game_y,Deaths / game_y,Towers killed_y,Towers lost_y,FB%_y,FT%_y,DRAPG_y,DRA%_y,VGPG_y,HERPG_y,HER%_y,DRA@15_y,TD@15_y,GD@15_y,PPG_y,NASHPG_y,NASH%_y,CSM_y,DPM_y,WPM_y,VWPM_y,WCPM_y,Season_short_y
BRO vs NS,Fredit BRION,1 - 2,Nongshim RedForce,WEEK7,11.14,2021-07-23,lck summer 2021,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11
KT Rolster vs NS,KT Rolster,1 - 2,Nongshim RedForce,WEEK1,11.11,2021-06-10,lck summer 2021,11,KT Rolster,S11,KR,46,45.7%,1.00,1760,-31,32:20,11.9,11.9,5.0,5.8,45.7,43.5,2.00,44.9,-,0.80,42.4,0.76,-0.3,-30,-,0.57,47.7,33.6,1841,3.5,1.64,1.70,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11
GEN vs BRO,Gen.G eSports,2 - 1,Fredit BRION,WEEK10,11.15,2021-08-13,lck summer 2021,11,Gen.G eSports,S11,KR,46,58.7%,1.23,1801,76,33:43,13.2,10.6,6.2,5.4,56.5,39.1,2.80,59.6,-,0.83,41.3,1.11,-0.3,69,-,0.78,56.5,33.7,1844,3.9,1.64,1.94,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11
HLE vs BRO,Hanwha Life eSports,2 - 1,Fredit BRION,WEEK7,11.14,2021-07-25,lck summer 2021,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11
AF vs BRO,Afreeca Freecs,2 - 1,Fredit BRION,WEEK1,11.11,2021-06-11,lck summer 2021,11,Afreeca Freecs,S11,KR,46,54.3%,1.08,1761,18,35:30,11.5,10.6,6.1,6.0,56.5,60.9,2.63,53.7,-,1.09,55.4,0.87,0.0,240,-,0.65,48.4,33.6,1877,3.9,1.49,1.98,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11
DWG KIA vs BRO,DWG KIA,1 - 2,Fredit BRION,WEEK3,11.12,2021-06-23,lck summer 2021,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11
DRX vs BRO,DRX,2 - 1,Fredit BRION,WEEK5,11.13,2021-07-08,lck summer 2021,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11
LSB vs BRO,Liiv SANDBOX,2 - 1,Fredit BRION,WEEK9,11.15,2021-08-07,lck summer 2021,11,Liiv SANDBOX,S11,KR,47,55.3%,0.90,1778,-5,33:23,10.9,12.1,6.4,5.7,53.2,57.4,2.53,55.7,-,1.06,56.4,0.94,0.1,-3,-,0.74,53.0,34.0,1785,3.8,1.61,1.84,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11
T1 vs BRO,T1,2 - 0,Fredit BRION,WEEK2,11.11,2021-06-17,lck summer 2021,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11
NS vs BRO,Nongshim RedForce,0 - 2,Fredit BRION,WEEK3,11.12,2021-06-26,lck summer 2021,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11
GEN vs HLE,Gen.G eSports,2 - 1,Hanwha Life eSports,WEEK6,11.13,2021-07-17,lck summer 2021,11,Gen.G eSports,S11,KR,46,58.7%,1.23,1801,76,33:43,13.2,10.6,6.2,5.4,56.5,39.1,2.80,59.6,-,0.83,41.3,1.11,-0.3,69,-,0.78,56.5,33.7,1844,3.9,1.64,1.94,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11
DWG KIA vs HLE,DWG KIA,2 - 1,Hanwha Life eSports,WEEK3,11.12,2021-06-25,lck summer 2021,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11
DRX vs HLE,DRX,0 - 2,Hanwha Life eSports,WEEK8,11.14,2021-07-29,lck summer 2021,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11
HLE vs LSB,Liiv SANDBOX,2 - 0,Hanwha Life eSports,WEEK9,11.15,2021-08-05,lck summer 2021,11,Liiv SANDBOX,S11,KR,47,55.3%,0.90,1778,-5,33:23,10.9,12.1,6.4,5.7,53.2,57.4,2.53,55.7,-,1.06,56.4,0.94,0.1,-3,-,0.74,53.0,34.0,1785,3.8,1.61,1.84,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11
LSB vs HLE,Liiv SANDBOX,2 - 0,Hanwha Life eSports,WEEK2,11.11,2021-06-18,lck summer 2021,11,Liiv SANDBOX,S11,KR,47,55.3%,0.90,1778,-5,33:23,10.9,12.1,6.4,5.7,53.2,57.4,2.53,55.7,-,1.06,56.4,0.94,0.1,-3,-,0.74,53.0,34.0,1785,3.8,1.61,1.84,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11
T1 vs HLE,T1,2 - 0,Hanwha Life eSports,WEEK1,11.11,2021-06-09,lck summer 2021,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11
NS vs HLE,Nongshim RedForce,2 - 1,Hanwha Life eSports,WEEK8,11.14,2021-08-01,lck summer 2021,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11
BRO vs HLE,Fredit BRION,1 - 2,Hanwha Life eSports,WEEK2,11.11,2021-06-20,lck summer 2021,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11
KT Rolster vs HLE,KT Rolster,1 - 2,Hanwha Life eSports,WEEK5,11.13,2021-07-08,lck summer 2021,11,KT Rolster,S11,KR,46,45.7%,1.00,1760,-31,32:20,11.9,11.9,5.0,5.8,45.7,43.5,2.00,44.9,-,0.80,42.4,0.76,-0.3,-30,-,0.57,47.7,33.6,1841,3.5,1.64,1.70,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11
DWG KIA vs GEN,Gen.G eSports,0 - 2,DWG KIA,WEEK4,11.12,2021-07-04,lck summer 2021,11,Gen.G eSports,S11,KR,46,58.7%,1.23,1801,76,33:43,13.2,10.6,6.2,5.4,56.5,39.1,2.80,59.6,-,0.83,41.3,1.11,-0.3,69,-,0.78,56.5,33.7,1844,3.9,1.64,1.94,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11
HLE vs DWG KIA,Hanwha Life eSports,0 - 2,DWG KIA,WEEK5,11.13,2021-07-10,lck summer 2021,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11
LSB vs DWG KIA,Liiv SANDBOX,0 - 2,DWG KIA,WEEK5,11.13,2021-07-07,lck summer 2021,11,Liiv SANDBOX,S11,KR,47,55.3%,0.90,1778,-5,33:23,10.9,12.1,6.4,5.7,53.2,57.4,2.53,55.7,-,1.06,56.4,0.94,0.1,-3,-,0.74,53.0,34.0,1785,3.8,1.61,1.84,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11
T1 vs DWG KIA,T1,2 - 1,DWG KIA,WEEK6,11.13,2021-07-17,lck summer 2021,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11
NS vs DWG KIA,Nongshim RedForce,2 - 1,DWG KIA,WEEK4,11.12,2021-07-02,lck summer 2021,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11
BRO vs DWG KIA,Fredit BRION,0 - 2,DWG KIA,WEEK9,11.15,2021-08-05,lck summer 2021,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11
KT Rolster vs DWG KIA,KT Rolster,2 - 0,DWG KIA,WEEK1,11.11,2021-06-13,lck summer 2021,11,KT Rolster,S11,KR,46,45.7%,1.00,1760,-31,32:20,11.9,11.9,5.0,5.8,45.7,43.5,2.00,44.9,-,0.80,42.4,0.76,-0.3,-30,-,0.57,47.7,33.6,1841,3.5,1.64,1.70,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11
GEN vs DRX,Gen.G eSports,2 - 1,DRX,WEEK1,11.11,2021-06-10,lck summer 2021,11,Gen.G eSports,S11,KR,46,58.7%,1.23,1801,76,33:43,13.2,10.6,6.2,5.4,56.5,39.1,2.80,59.6,-,0.83,41.3,1.11,-0.3,69,-,0.78,56.5,33.7,1844,3.9,1.64,1.94,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11
HLE vs DRX,Hanwha Life eSports,2 - 0,DRX,WEEK4,11.12,2021-07-01,lck summer 2021,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11
DWG KIA vs DRX,DWG KIA,2 - 0,DRX,WEEK7,11.14,2021-07-24,lck summer 2021,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11
DRX vs DWG KIA,DWG KIA,2 - 0,DRX,WEEK2,11.11,2021-06-19,lck summer 2021,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11
LSB vs DRX,Liiv SANDBOX,2 - 1,DRX,WEEK4,11.12,2021-07-03,lck summer 2021,11,Liiv SANDBOX,S11,KR,47,55.3%,0.90,1778,-5,33:23,10.9,12.1,6.4,5.7,53.2,57.4,2.53,55.7,-,1.06,56.4,0.94,0.1,-3,-,0.74,53.0,34.0,1785,3.8,1.61,1.84,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11
T1 vs DRX,T1,2 - 0,DRX,WEEK9,11.15,2021-08-08,lck summer 2021,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11
NS vs DRX,Nongshim RedForce,2 - 1,DRX,WEEK2,11.11,2021-06-16,lck summer 2021,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11
BRO vs DRX,Fredit BRION,2 - 1,DRX,WEEK6,11.13,2021-07-18,lck summer 2021,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11
KT Rolster vs DRX,KT Rolster,2 - 0,DRX,WEEK3,11.12,2021-06-25,lck summer 2021,11,KT Rolster,S11,KR,46,45.7%,1.00,1760,-31,32:20,11.9,11.9,5.0,5.8,45.7,43.5,2.00,44.9,-,0.80,42.4,0.76,-0.3,-30,-,0.57,47.7,33.6,1841,3.5,1.64,1.70,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11
HLE vs T1,Hanwha Life eSports,2 - 0,T1,WEEK10,11.15,2021-08-15,lck summer 2021,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11
DWG KIA vs T1,DWG KIA,2 - 1,T1,WEEK1,11.11,2021-06-11,lck summer 2021,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11
DRX vs T1,DRX,0 - 2,T1,WEEK3,11.12,2021-06-27,lck summer 2021,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11
LSB vs T1,Liiv SANDBOX,2 - 0,T1,WEEK2,11.11,2021-06-20,lck summer 2021,11,Liiv SANDBOX,S11,KR,47,55.3%,0.90,1778,-5,33:23,10.9,12.1,6.4,5.7,53.2,57.4,2.53,55.7,-,1.06,56.4,0.94,0.1,-3,-,0.74,53.0,34.0,1785,3.8,1.61,1.84,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11
NS vs T1,Nongshim RedForce,2 - 0,T1,WEEK5,11.13,2021-07-11,lck summer 2021,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11
BRO vs T1,Fredit BRION,1 - 2,T1,WEEK8,11.14,2021-07-31,lck summer 2021,11,Fredit BRION,S11,KR,48,41.7%,0.94,1732,-53,33:12,10.1,10.7,5.2,6.3,50.0,43.8,2.58,54.9,-,0.77,39.6,1.08,-0.1,-542,-,0.58,43.2,33.8,1764,4.1,1.67,1.96,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11
KT Rolster vs T1,KT Rolster,0 - 2,T1,WEEK6,11.13,2021-07-15,lck summer 2021,11,KT Rolster,S11,KR,46,45.7%,1.00,1760,-31,32:20,11.9,11.9,5.0,5.8,45.7,43.5,2.00,44.9,-,0.80,42.4,0.76,-0.3,-30,-,0.57,47.7,33.6,1841,3.5,1.64,1.70,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11
AF vs HLE,Hanwha Life eSports,0 - 2,Afreeca Freecs,WEEK10,11.15,2021-08-12,lck summer 2021,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11,Afreeca Freecs,S11,KR,46,54.3%,1.08,1761,18,35:30,11.5,10.6,6.1,6.0,56.5,60.9,2.63,53.7,-,1.09,55.4,0.87,0.0,240,-,0.65,48.4,33.6,1877,3.9,1.49,1.98,11
HLE vs AF,Hanwha Life eSports,0 - 2,Afreeca Freecs,WEEK3,11.12,2021-06-23,lck summer 2021,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11,Afreeca Freecs,S11,KR,46,54.3%,1.08,1761,18,35:30,11.5,10.6,6.1,6.0,56.5,60.9,2.63,53.7,-,1.09,55.4,0.87,0.0,240,-,0.65,48.4,33.6,1877,3.9,1.49,1.98,11
AF vs DWG KIA,DWG KIA,1 - 2,Afreeca Freecs,WEEK8,11.14,2021-07-29,lck summer 2021,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11,Afreeca Freecs,S11,KR,46,54.3%,1.08,1761,18,35:30,11.5,10.6,6.1,6.0,56.5,60.9,2.63,53.7,-,1.09,55.4,0.87,0.0,240,-,0.65,48.4,33.6,1877,3.9,1.49,1.98,11
